video_id,title,channel_title,published_at,category_id,view_count,like_count,comment_count,duration,video_age_days,views_per_day,like_rate,comment_rate,engagement_rate
RqNamO22aHI,林俊傑 JJ Lin 《Like You Do》 Official Music Video,JJ Lin林俊傑,2022-01-21 04:01:28+00:00,10,699528,5765,684,PT3M59S,1581,442.46,0.008241271257190562,0.0009778021751809792,0.009219073432371543
kQ7cTfNDl_c,JJ Lin for#TOGETHERBAND UN Goal 11: Sustainable Cities and Communities,JJ Lin林俊傑,2021-12-09 10:00:18+00:00,10,28268,1077,85,PT1M,1623,17.42,0.03809961794254988,0.0030069336352058864,0.041106551577755765
yXj8rfpAm_Y,林俊傑JJ Lin《After The Rain》Official Lyric Video,JJ Lin林俊傑,2021-11-30 04:00:13+00:00,10,404407,5495,420,PT3M31S,1633,247.65,0.013587796452583659,0.001038557690643337,0.014626354143226997
CrvTkhMR1Co,林俊傑 JJ Lin《一定會》Official Lyric Video,JJ Lin林俊傑,2021-11-29 10:19:26+00:00,10,2049695,13473,1344,PT3M31S,1633,1255.17,0.006573173081848763,0.0006557073125513796,0.007228880394400143
-L8f6H_BPrc,JJ VLOG08: 林俊傑 卡丁車訓練！Pro Kart Training 1!,JJ Lin林俊傑,2021-10-27 12:00:11+00:00,17,27065,986,133,PT6M41S,1666,16.25,0.036430814705339,0.004914095695547755,0.04134491040088675
2l9eMTrPMXw,"""The Internalization"" Dota 2 Companionship Live Gaming Session",JJ Lin林俊傑,2021-10-17 07:30:15+00:00,20,52321,995,100,PT2H10M40S,1677,31.2,0.019017220618871962,0.0019112784541579864,0.02092849907302995
sTzdvauSDOo,林俊傑 JJ Lin【ASK JJ ANYTHING】,JJ Lin林俊傑,2021-06-25 13:19:23+00:00,10,129263,3161,286,PT1H15M51S,1790,72.21,0.02445402009855875,0.002212543419230561,0.026666563517789312
bMiyulzwc3Y,林俊傑 JJ Lin【ASK JJ ANYTHING】,JJ Lin林俊傑,2021-06-23 10:00:27+00:00,10,96212,1733,259,PT1M5S,1792,53.69,0.018012306157236105,0.0026919718953976636,0.02070427805263377
ZsbaD7-4bgc,林俊傑 JJ Lin《裹著心的光 Light Of Sanctuary》Official Music Video,JJ Lin林俊傑,2021-06-09 06:00:07+00:00,10,13688706,66711,2896,PT4M42S,1807,7575.38,0.0048734336174653765,0.00021156126809940984,0.005084994885564786
PBmGoC7MWEU,JJ Lin 林俊傑 《Bedroom》 Media Day Behind the Scenes  全亞洲線上記者會 幕後花絮,JJ Lin林俊傑,2021-05-25 10:00:16+00:00,10,53833,1337,135,PT1M40S,1821,29.56,0.02483606709639069,0.0025077554659781176,0.027343822562368808
vn22L_g8W2Y,JJ Lin 林俊傑｜Behind 《LIKE YOU DO》,JJ Lin林俊傑,2021-05-07 10:32:34+00:00,10,60388,1641,224,PT6M44S,1839,32.84,0.02717427303437769,0.003709346227727363,0.030883619262105054
LPSFjYh7TTw,JJ Lin 林俊傑 ft. Anne-Marie 《Bedroom》Official Lyric Video,JJ Lin林俊傑,2021-04-23 04:00:06+00:00,10,7592553,82854,2718,PT3M33S,1854,4095.23,0.01091253495365788,0.00035798235455188786,0.011270517308209767
bxaahPOv3dw,JJ Lin 林俊傑 ft. Anne-Marie 《Bedroom》Lyric Video Teaser,JJ Lin林俊傑,2021-04-21 10:00:46+00:00,10,61781,2870,236,PT20S,1855,33.31,0.046454411550476686,0.003819944643175086,0.05027435619365177
cxEYV9UoqAQ,JJ Lin 林俊傑 《Like You Do》 Behind The Scenes 專輯拍攝花絮,JJ Lin林俊傑,2021-04-14 05:00:10+00:00,10,41703,1241,143,PT3M7S,1863,22.38,0.029758050979545835,0.0034290099033642664,0.033187060882910104
sDxS4lxP1Lo,林俊傑 JJ Lin【關於出道 18 年了】,JJ Lin林俊傑,2021-04-10 05:37:08+00:00,10,283566,7904,787,PT4M38S,1867,151.88,0.027873581458990146,0.0027753679919313317,0.03064894945092148
obnioz4lM8M,JJ Lin 林俊傑《Like You Do》EP Highlights,JJ Lin林俊傑,2021-03-27 16:00:29+00:00,10,93415,2629,264,PT3M9S,1880,49.69,0.028143231815019,0.002826098592303163,0.030969330407322165
-RSBzMTYjIQ,【The Next Big Thing 長大的事 327線上發佈會】,JJ Lin林俊傑,2021-03-27 06:34:27+00:00,10,106493,2615,265,PT1H17M17S,1881,56.62,0.024555604593729165,0.002488426469345403,0.02704403106307457
5kTIh9NxKf0,【JJ in Quarantine】隔離 VLOG,JJ Lin林俊傑,2021-03-26 10:18:21+00:00,10,48645,1427,219,PT14M4S,1881,25.86,0.02933497790112036,0.004502004316990441,0.0338369822181108
yUKyrxVaCjs,【JJ in Quarantine】隔離 VLOG,JJ Lin林俊傑,2021-03-23 12:37:31+00:00,10,51742,1907,229,PT7M39S,1884,27.46,0.03685593908237022,0.004425804955355417,0.04128174403772564
gVF6gHtnXmY,Wednesdays with JJ 3/10,JJ Lin林俊傑,2021-03-10 10:57:15+00:00,10,49649,1332,239,PT23M25S,1897,26.17,0.026828334911075752,0.004813792825635965,0.03164212773671172
T51WAoQRTRk,Wednesday’s with JJ 2/24,JJ Lin林俊傑,2021-02-24 11:06:56+00:00,10,63596,1610,291,PT19M50S,1911,33.28,0.025316057613686396,0.00457575948172841,0.029891817095414806
TpTJQe-GHQk,林俊傑 Ｘ 孫燕姿【包餃子】挑戰,JJ Lin林俊傑,2021-02-18 10:03:24+00:00,10,239103,3953,347,PT3M24S,1917,124.73,0.016532624015591607,0.0014512574078953421,0.01798388142348695
HW5gVFb7GJY,Wednesdays with JJ 2021/2/10,JJ Lin林俊傑,2021-02-10 11:29:34+00:00,10,85730,1578,148,PT27M9S,1925,44.54,0.018406625452000468,0.0017263501691356584,0.020132975621136126
y_hal7Kek1g,Wednesdays with JJ 1/27,JJ Lin林俊傑,2021-01-27 12:31:03+00:00,10,31757,1117,134,PT26M1S,1939,16.38,0.035173347608401295,0.004219542148187801,0.0393928897565891
lmxEUcdPaVo,Wednesdays with JJ 1/13,JJ Lin林俊傑,2021-01-13 11:34:08+00:00,10,31145,1125,191,PT20M44S,1953,15.95,0.03612136779579387,0.00613260555466367,0.04225397335045754
